ANIO,NOM_DOMINIO_G,NOM_IDIOMA,SEXO,EDAD,NOM_ESTADO_CIVIL,NOM_GRADO_ESTUDIOS,COD_CARRERA_UNI,COD_CENTRO_ESTUDIOS,NOM_CARRERA_UNI,NOM_CENTRO_ESTUDIOS
2014,selva,castellano,1,59,2.0,superior universitaria incompleta,621016,160000016,Medicina Veterinaria,Universidad Nacional de Cajamarca
2014,selva,castellano,1,18,6.0,superior universitaria incompleta,341026,160000034,Economía,Universidad Nacional de San Martín
2014,selva,castellano,2,20,6.0,superior universitaria incompleta,711016,260000059,Medicina,Universidad Alas Peruanas
2014,selva,castellano,1,29,1.0,superior universitaria completa,531016,160000034,Ingeniería Civil,Universidad Nacional de San Martín
2014,selva,castellano,1,23,6.0,superior universitaria incompleta,531016,160000034,Ingeniería Civil,Universidad Nacional de San Martín
2014,selva,castellano,1,22,6.0,superior universitaria incompleta,531016,160000034,Ingeniería Civil,Universidad Nacional de San Martín
2014,selva,castellano,1,26,6.0,superior universitaria completa,331016,260000052,Administración,Universidad Particular César Vallejo
2014,selva,castellano,1,64,1.0,superior universitaria completa,711016,160000009,Medicina,Universidad Nacional San Luis Gonzaga
2014,selva,castellano,1,24,6.0,superior universitaria incompleta,333096,260000038,Marketing y Negocios Internacionales,Universidad Peruana Unión
2014,selva,castellano,1,64,2.0,post-grado universitario,351016,260000052,Derecho,Universidad Particular César Vallejo
2014,selva,castellano,2,33,6.0,post-grado universitario,351016,160000021,Derecho,Universidad Nacional Federico Villarreal
2014,selva,castellano,1,41,6.0,superior universitaria completa,341026,160000006,Economía,Universidad Nacional de Ingeniería
2014,selva,castellano,2,26,6.0,superior universitaria completa,331036,160000034,Administración de Empresas,Universidad Nacional de San Martín
2014,selva,castellano,1,25,6.0,superior universitaria incompleta,531016,160000034,Ingeniería Civil,Universidad Nacional de San Martín
2014,selva,castellano,1,45,3.0,superior universitaria incompleta,611016,160000034,Agronomía,Universidad Nacional de San Martín
2014,selva,castellano,1,21,6.0,superior universitaria incompleta,711026,160000034,Medicina Humana,Universidad Nacional de San Martín
2014,selva,castellano,2,45,6.0,superior universitaria completa,523026,160000034,Ingeniería Agroindustrial,Universidad Nacional de San Martín
2014,selva,castellano,2,22,6.0,superior universitaria incompleta,342056,260000038,Contabilidad,Universidad Peruana Unión
2014,selva,castellano,1,50,2.0,superior universitaria completa,341026,160000021,Economía,Universidad Nacional Federico Villarreal
2014,selva,castellano,1,22,6.0,superior universitaria incompleta,531016,260000052,Ingeniería Civil,Universidad Particular César Vallejo
2014,selva,-1,1,17,6.0,superior universitaria incompleta,594056,260000052,Ingeniería Ambiental,Universidad Particular César Vallejo
2014,selva,castellano,1,22,6.0,superior universitaria completa,335026,260000059,Administración de Negocios Internacionales   1/,Universidad Alas Peruanas
2014,selva,castellano,1,28,1.0,superior universitaria completa,531016,160000034,Ingeniería Civil,Universidad Nacional de San Martín
2014,selva,castellano,2,26,1.0,superior universitaria incompleta,531016,260000038,Ingeniería Civil,Universidad Peruana Unión
2014,selva,castellano,2,18,6.0,superior universitaria incompleta,714016,260000059,Enfermería,Universidad Alas Peruanas
2014,selva,castellano,1,42,1.0,superior universitaria completa,121016,160000031,Educación Secundaria,Universidad Nacional Pedro Ruíz Gallo
2014,selva,castellano,1,48,2.0,superior universitaria completa,112016,160000031,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo
2014,selva,castellano,2,19,6.0,superior universitaria incompleta,214016,160000034,Idiomas,Universidad Nacional de San Martín
2014,selva,castellano,1,41,2.0,superior universitaria completa,112016,160000004,Educación Primaria,Universidad Nacional de Trujillo
2014,selva,castellano,1,34,1.0,superior universitaria incompleta,121016,260000052,Educación Secundaria,Universidad Particular César Vallejo
2014,selva,castellano,2,24,6.0,superior universitaria incompleta,621016,160000034,Medicina Veterinaria,Universidad Nacional de San Martín
2014,selva,castellano,2,22,6.0,superior universitaria completa,341026,160000022,Economía,Universidad Nacional Agraria de la Selva
2014,selva,castellano,2,27,1.0,superior universitaria completa,331016,160000022,Administración,Universidad Nacional Agraria de la Selva
2014,selva,castellano,2,22,6.0,superior universitaria incompleta,351016,260000052,Derecho,Universidad Particular César Vallejo
2014,selva,castellano,2,22,1.0,superior universitaria incompleta,342056,260000074,Contabilidad,Universidad Católica de Trujillo Benedicto XVI
2014,selva,castellano,2,21,6.0,superior universitaria incompleta,331036,260000053,Administración de Empresas,Universidad Católica Los Ángeles de Chimbote
2014,selva,castellano,1,31,1.0,superior universitaria completa,611036,160000034,Ciencias Agrarias,Universidad Nacional de San Martín
2014,selva,castellano,2,30,6.0,superior universitaria completa,111026,160000001,Educación Inicial,Universidad Nacional Mayor de San Marcos
2014,selva,castellano,1,21,6.0,superior universitaria incompleta,342056,260000047,Contabilidad,Universidad de Huánuco
2014,selva,castellano,2,19,6.0,superior universitaria incompleta,717016,160000022,Obstetricia,Universidad Nacional Agraria de la Selva
2014,selva,castellano,1,40,2.0,superior universitaria completa,121016,160000001,Educación Secundaria,Universidad Nacional Mayor de San Marcos
2014,selva,castellano,2,36,2.0,post-grado universitario,112016,260000052,Educación Primaria,Universidad Particular César Vallejo
2014,selva,castellano,1,58,1.0,superior universitaria incompleta,342056,160000011,Contabilidad,Universidad Nacional de La Amazonía Peruana
2014,selva,castellano,1,60,5.0,superior universitaria completa,526056,160000006,Ingeniería Mecánica Eléctrica 1/,Universidad Nacional de Ingeniería
2014,selva,castellano,1,32,6.0,superior universitaria completa,533026,260000055,Arquitectura,Universidad Particular del Norte
2014,selva,castellano,1,24,6.0,superior universitaria incompleta,351016,160000011,Derecho,Universidad Nacional de La Amazonía Peruana
2014,selva,castellano,1,25,6.0,superior universitaria incompleta,511056,160000034,Ingeniería de Sistemas e Informática   1/,Universidad Nacional de San Martín
2014,selva,castellano,2,21,6.0,superior universitaria incompleta,714035,160000034,Enfermería Técnica,Universidad Nacional de San Martín
2014,selva,castellano,1,61,2.0,superior universitaria completa,611076,160000031,Ingeniería Agrícola,Universidad Nacional Pedro Ruíz Gallo
2014,selva,castellano,1,43,2.0,superior universitaria completa,112016,160000031,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo
2014,selva,castellano,1,21,6.0,superior universitaria incompleta,341026,160000022,Economía,Universidad Nacional Agraria de la Selva
2014,selva,castellano,1,44,2.0,superior universitaria completa,611016,160000034,Agronomía,Universidad Nacional de San Martín
2014,selva,castellano,1,49,2.0,superior universitaria incompleta,531016,160000034,Ingeniería Civil,Universidad Nacional de San Martín
2014,selva,castellano,2,19,1.0,superior universitaria incompleta,611016,160000034,Agronomía,Universidad Nacional de San Martín
2014,selva,castellano,1,62,1.0,superior universitaria incompleta,351016,160000001,Derecho,Universidad Nacional Mayor de San Marcos
2014,selva,castellano,1,52,2.0,post-grado universitario,121016,160000025,Educación Secundaria,Universidad Nacional de Educación E.G.V.
2014,selva,castellano,2,50,2.0,superior universitaria completa,112016,150681627,Educación Primaria,Instituto Superior Pedagógico Instituto Superior Pedagogico Publico
2014,selva,castellano,2,22,6.0,superior universitaria completa,331016,160000022,Administración,Universidad Nacional Agraria de la Selva
2014,selva,castellano,1,20,6.0,superior universitaria incompleta,511026,160000022,Ingeniería de Sistemas,Universidad Nacional Agraria de la Selva
2014,selva,castellano,1,66,6.0,superior universitaria completa,121016,160000022,Educación Secundaria,Universidad Nacional Agraria de la Selva
2014,selva,castellano,1,29,1.0,superior universitaria incompleta,511026,260000052,Ingeniería de Sistemas,Universidad Particular César Vallejo
2014,selva,castellano,2,20,6.0,superior universitaria incompleta,531016,260000052,Ingeniería Civil,Universidad Particular César Vallejo
2014,selva,castellano,2,18,6.0,superior universitaria incompleta,311016,160000023,Sociología,Universidad Nacional Hermilio Valdizán
2014,selva,castellano,2,25,1.0,superior universitaria incompleta,112016,160000023,Educación Primaria,Universidad Nacional Hermilio Valdizán
2014,selva,castellano,2,22,1.0,superior universitaria incompleta,611016,160000010,Agronomía,Universidad Nacional del Centro del Perú
2014,costa sur,castellano,1,40,2.0,superior universitaria incompleta,321026,260000059,Ciencias de la Comunicación,Universidad Alas Peruanas
2014,costa sur,castellano,1,49,6.0,post-grado universitario,525016,260000043,Ingeniería Electrónica,Universidad P. de Tacna
2014,costa sur,castellano,2,46,6.0,post-grado universitario,351016,260000043,Derecho,Universidad P. de Tacna
2014,costa sur,castellano,1,70,1.0,superior universitaria completa,121016,160000009,Educación Secundaria,Universidad Nacional San Luis Gonzaga
2014,costa sur,castellano,1,63,2.0,superior universitaria incompleta,342056,260000008,Contabilidad,Pontificia Universidad Católica del Perú
2014,costa sur,castellano,1,52,6.0,post-grado universitario,351056,260000015,Derecho y Ciencias Políticas   1/,Universidad Católica de Santa María
2014,costa sur,castellano,2,53,6.0,post-grado universitario,331036,160000032,Administración de Empresas,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,51,5.0,superior universitaria completa,717016,260000036,Obstetricia,Universidad Andina Néstor Cáceres Velásquez
2014,costa sur,castellano,1,22,6.0,superior universitaria completa,335026,260000043,Administración de Negocios Internacionales   1/,Universidad P. de Tacna
2014,costa sur,castellano,1,47,2.0,superior universitaria completa,11026,181000001,Ciencias Militares (Ejército),Escuela Militar del Perú “Coronel Francisco Bolognesi”
2014,costa sur,castellano,2,21,6.0,superior universitaria incompleta,351056,260000059,Derecho y Ciencias Políticas   1/,Universidad Alas Peruanas
2014,costa sur,castellano,1,19,6.0,superior universitaria incompleta,335026,260000059,Administración de Negocios Internacionales   1/,Universidad Alas Peruanas
2014,costa sur,castellano,1,32,2.0,superior universitaria completa,511026,160000021,Ingeniería de Sistemas,Universidad Nacional Federico Villarreal
2014,costa sur,castellano,2,24,2.0,superior universitaria incompleta,342056,260000059,Contabilidad,Universidad Alas Peruanas
2014,costa sur,castellano,2,19,6.0,superior universitaria incompleta,713026,160000032,Odontología,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,50,1.0,superior universitaria completa,342056,160000032,Contabilidad,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,50,1.0,post-grado universitario,524026,160000032,Ingeniería Eléctrica,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,19,6.0,superior universitaria incompleta,322076,260000054,Publicidad,Universidad Peruana de Ciencias Aplicadas
2014,costa sur,castellano,1,40,2.0,superior universitaria incompleta,-1,-1,,
2014,costa sur,castellano,2,35,2.0,superior universitaria completa,-1,-1,,
2014,costa sur,castellano,2,19,1.0,superior universitaria incompleta,342056,160000032,Contabilidad,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,18,6.0,superior universitaria incompleta,351016,260000043,Derecho,Universidad P. de Tacna
2014,costa sur,aymará,1,46,5.0,superior universitaria completa,112016,160000005,Educación Primaria,Universidad Nacional de San Agustín
2014,costa sur,aymará,2,23,5.0,superior universitaria incompleta,331016,160000032,Administración,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,20,6.0,superior universitaria incompleta,511056,160000032,Ingeniería de Sistemas e Informática   1/,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,38,2.0,superior universitaria incompleta,331036,999999999,Administración de Empresas,
2014,costa sur,aymará,1,34,1.0,superior universitaria completa,342056,260000043,Contabilidad,Universidad P. de Tacna
2014,costa sur,castellano,2,31,1.0,superior universitaria completa,342056,160000032,Contabilidad,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,23,6.0,superior universitaria completa,331176,160000032,Ingeniería Comercial,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,aymará,1,39,3.0,superior universitaria incompleta,112016,160000012,Educación Primaria,Universidad Nacional del Altiplano
2014,costa sur,castellano,2,28,6.0,superior universitaria incompleta,342056,160000032,Contabilidad,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,27,6.0,superior universitaria completa,214016,160000032,Idiomas,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,31,2.0,superior universitaria completa,342056,160000032,Contabilidad,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,35,2.0,superior universitaria completa,331176,260000043,Ingeniería Comercial,Universidad P. de Tacna
2014,costa sur,castellano,1,43,5.0,superior universitaria completa,351056,260000043,Derecho y Ciencias Políticas   1/,Universidad P. de Tacna
2014,costa sur,castellano,1,50,6.0,superior universitaria incompleta,131016,160000012,Educación Física,Universidad Nacional del Altiplano
2014,costa sur,castellano,1,22,6.0,superior universitaria incompleta,526036,160000032,Ingeniería Mecánica,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,75,2.0,superior universitaria completa,611016,160000007,Agronomía,Universidad Nacional Agraria La Molina
2014,costa sur,castellano,2,26,5.0,superior universitaria incompleta,342056,999999999,Contabilidad,
2014,costa sur,castellano,2,35,6.0,superior universitaria completa,714016,160000032,Enfermería,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,44,2.0,post-grado universitario,11026,181000001,Ciencias Militares (Ejército),Escuela Militar del Perú “Coronel Francisco Bolognesi”
2014,costa sur,castellano,2,43,2.0,superior universitaria completa,112016,160000031,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo
2014,costa sur,castellano,1,47,6.0,superior universitaria incompleta,351016,260000043,Derecho,Universidad P. de Tacna
2014,costa sur,castellano,1,31,6.0,superior universitaria completa,331176,260000043,Ingeniería Comercial,Universidad P. de Tacna
2014,costa sur,castellano,1,28,6.0,superior universitaria completa,411106,160000032,Microbiología,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,45,2.0,superior universitaria completa,112016,260000036,Educación Primaria,Universidad Andina Néstor Cáceres Velásquez
2014,costa sur,castellano,1,22,6.0,superior universitaria incompleta,335116,260000043,Negocios Internacionales   2/,Universidad P. de Tacna
2014,costa sur,castellano,1,39,6.0,superior universitaria incompleta,335016,260000083,Administración de Negocios Globales,Universidad Particular Telesup S.A.C.
2014,costa sur,castellano,1,64,2.0,superior universitaria completa,21016,182000004,Administración y Ciencias Policiales (oficiales),Escuela Técnica Superior de la Policía Nacional del Perú
2014,costa sur,castellano,2,44,2.0,superior universitaria incompleta,717016,160000032,Obstetricia,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,26,6.0,superior universitaria incompleta,527016,160000032,Ingeniería de Minas,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,43,2.0,superior universitaria incompleta,423056,160000012,Ingeniería Geológica,Universidad Nacional del Altiplano
2014,costa sur,castellano,1,51,1.0,superior universitaria completa,351016,260000036,Derecho,Universidad Andina Néstor Cáceres Velásquez
2014,costa sur,castellano,1,57,2.0,superior universitaria incompleta,611016,160000032,Agronomía,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,22,6.0,superior universitaria incompleta,714016,160000032,Enfermería,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,68,3.0,superior universitaria completa,621016,160000009,Medicina Veterinaria,Universidad Nacional San Luis Gonzaga
2014,costa sur,castellano,1,24,6.0,superior universitaria incompleta,342056,160000012,Contabilidad,Universidad Nacional del Altiplano
2014,costa sur,castellano,1,48,2.0,superior universitaria incompleta,331036,160000032,Administración de Empresas,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,20,6.0,superior universitaria incompleta,321026,160000032,Ciencias de la Comunicación,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,21,6.0,superior universitaria incompleta,214016,160000032,Idiomas,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,52,3.0,superior universitaria completa,121016,160000032,Educación Secundaria,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,30,6.0,superior universitaria completa,621026,160000032,Veterinaria y Zootecnia,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,aymará,2,52,5.0,superior universitaria completa,522016,160000032,Industrias Alimentarias,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,20,6.0,superior universitaria incompleta,342056,160000032,Contabilidad,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,37,1.0,superior universitaria completa,342056,160000032,Contabilidad,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,30,1.0,superior universitaria completa,342056,160000032,Contabilidad,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,33,6.0,superior universitaria completa,331036,160000032,Administración de Empresas,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,26,6.0,superior universitaria incompleta,341026,160000032,Economía,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,35,5.0,superior universitaria completa,714016,160000032,Enfermería,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,28,6.0,superior universitaria completa,331036,160000032,Administración de Empresas,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,26,6.0,superior universitaria completa,331176,260000043,Ingeniería Comercial,Universidad P. de Tacna
2014,costa sur,castellano,2,18,6.0,superior universitaria incompleta,-1,-1,,
2014,costa sur,castellano,2,22,6.0,superior universitaria incompleta,121016,160000032,Educación Secundaria,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,2,47,5.0,superior universitaria incompleta,121016,260000043,Educación Secundaria,Universidad P. de Tacna
2014,costa sur,castellano,1,42,6.0,superior universitaria completa,621016,260000015,Medicina Veterinaria,Universidad Católica de Santa María
2014,costa sur,castellano,1,24,6.0,superior universitaria incompleta,313016,260000038,Psicología,Universidad Peruana Unión
2014,costa sur,castellano,2,22,6.0,superior universitaria incompleta,331016,160000032,Administración,Universidad Nacional Jorge Basadre Grohmann
2014,costa sur,castellano,1,52,2.0,superior universitaria completa,527016,160000032,Ingeniería de Minas,Universidad Nacional Jorge Basadre Grohmann
2014,sierra sur,castellano,1,39,5.0,superior universitaria completa,526036,260000057,Ingeniería Mecánica,Universidad Particular San Ignacio de Loyola
2014,sierra sur,castellano,2,20,6.0,superior universitaria incompleta,521046,260000067,Ingeniería Industrial,Universidad Continental
2014,sierra sur,castellano,2,22,6.0,superior universitaria completa,221046,171125723,Artes  Escénicas y Literatura,Educación Superior Artística - ESFA Francisco Laso
2014,sierra sur,castellano,1,65,2.0,post-grado universitario,341026,160000001,Economía,Universidad Nacional Mayor de San Marcos
2014,sierra sur,castellano,2,22,6.0,superior universitaria completa,313016,260000059,Psicología,Universidad Alas Peruanas
2014,sierra sur,castellano,1,26,6.0,superior universitaria incompleta,533026,160000032,Arquitectura,Universidad Nacional Jorge Basadre Grohmann
2014,sierra sur,castellano,2,35,6.0,superior universitaria completa,351016,260000048,Derecho,Universidad José Carlos Mariátegui
2014,sierra sur,castellano,2,28,6.0,superior universitaria incompleta,531016,260000043,Ingeniería Civil,Universidad P. de Tacna
2014,sierra sur,castellano,2,20,6.0,superior universitaria incompleta,531016,260000043,Ingeniería Civil,Universidad P. de Tacna
2014,sierra sur,castellano,1,43,6.0,superior universitaria incompleta,341026,160000026,Economía,Universidad Nacional Daniel Alcídes Carrión
2014,costa norte,castellano,1,51,2.0,superior universitaria completa,611106,160000041,Ingeniería Agrónoma,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,26,1.0,post-grado universitario,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,24,1.0,superior universitaria completa,331036,160000041,Administración de Empresas,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,49,1.0,post-grado universitario,611106,260000052,Ingeniería Agrónoma,Universidad Particular César Vallejo
2014,costa norte,castellano,2,46,1.0,post-grado universitario,121016,160000013,Educación Secundaria,Universidad Nacional de Piura
2014,costa norte,castellano,1,62,2.0,post-grado universitario,112016,160000001,Educación Primaria,Universidad Nacional Mayor de San Marcos
2014,costa norte,castellano,2,28,6.0,post-grado universitario,351056,260000052,Derecho y Ciencias Políticas   1/,Universidad Particular César Vallejo
2014,costa norte,castellano,2,51,6.0,superior universitaria completa,199016,260000059,Educación 1/,Universidad Alas Peruanas
2014,costa norte,castellano,2,53,5.0,superior universitaria incompleta,331036,260000053,Administración de Empresas,Universidad Católica Los Ángeles de Chimbote
2014,costa norte,castellano,2,22,6.0,superior universitaria incompleta,332336,160000041,Turismo y Hotelería,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,17,6.0,superior universitaria incompleta,533026,260000046,Arquitectura,Universidad P. Antenor Orrego
2014,costa norte,castellano,2,65,1.0,post-grado universitario,112016,260000024,Educación Primaria,Universidad Inca Garcilaso de la Vega
2014,costa norte,castellano,1,27,1.0,superior universitaria completa,511026,260000053,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote
2014,costa norte,castellano,2,29,6.0,superior universitaria completa,331036,260000059,Administración de Empresas,Universidad Alas Peruanas
2014,costa norte,castellano,1,26,6.0,superior universitaria incompleta,591026,160000041,Ingeniería Pesquera,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,24,6.0,superior universitaria incompleta,591026,160000041,Ingeniería Pesquera,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,20,6.0,superior universitaria incompleta,717016,160000041,Obstetricia,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,24,6.0,superior universitaria completa,711026,999999999,Medicina Humana,
2014,costa norte,castellano,2,21,6.0,superior universitaria incompleta,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,50,2.0,superior universitaria completa,112016,160000031,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo
2014,costa norte,castellano,2,22,6.0,superior universitaria incompleta,714016,160000041,Enfermería,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,26,5.0,superior universitaria completa,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,22,6.0,superior universitaria incompleta,611076,160000041,Ingeniería Agrícola,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,56,5.0,superior universitaria completa,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,25,6.0,superior universitaria completa,332336,160000041,Turismo y Hotelería,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,32,2.0,superior universitaria completa,331036,160000041,Administración de Empresas,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,59,2.0,post-grado universitario,341026,260000030,Economía,Universidad Ricardo Palma
2014,costa norte,castellano,2,62,2.0,superior universitaria completa,112016,260000008,Educación Primaria,Pontificia Universidad Católica del Perú
2014,costa norte,castellano,1,63,5.0,superior universitaria completa,525016,160000006,Ingeniería Electrónica,Universidad Nacional de Ingeniería
2014,costa norte,castellano,1,49,2.0,post-grado universitario,121016,260000052,Educación Secundaria,Universidad Particular César Vallejo
2014,costa norte,castellano,2,44,2.0,superior universitaria completa,111026,151029123,Educación Inicial,Instituto Superior Pedagógico Jose Antonio Encinas
2014,costa norte,castellano,2,35,6.0,superior universitaria completa,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,24,6.0,superior universitaria incompleta,351016,260000059,Derecho,Universidad Alas Peruanas
2014,costa norte,castellano,1,37,2.0,superior universitaria completa,591026,160000041,Ingeniería Pesquera,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,32,2.0,superior universitaria completa,331036,260000059,Administración de Empresas,Universidad Alas Peruanas
2014,costa norte,castellano,1,43,6.0,superior universitaria completa,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,42,2.0,post-grado universitario,351016,160000004,Derecho,Universidad Nacional de Trujillo
2014,costa norte,castellano,2,37,2.0,superior universitaria incompleta,351016,260000053,Derecho,Universidad Católica Los Ángeles de Chimbote
2014,costa norte,castellano,1,48,2.0,superior universitaria completa,342056,260000059,Contabilidad,Universidad Alas Peruanas
2014,costa norte,castellano,2,24,6.0,superior universitaria incompleta,332336,160000034,Turismo y Hotelería,Universidad Nacional de San Martín
2014,costa norte,castellano,2,22,5.0,superior universitaria incompleta,313016,260000059,Psicología,Universidad Alas Peruanas
2014,costa norte,castellano,1,41,2.0,superior universitaria completa,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,44,2.0,superior universitaria completa,121016,160000013,Educación Secundaria,Universidad Nacional de Piura
2014,costa norte,castellano,2,40,5.0,superior universitaria completa,121426,160000013,Educación Secundaria - Lengua y Literatura,Universidad Nacional de Piura
2014,costa norte,castellano,1,39,2.0,superior universitaria incompleta,591026,160000041,Ingeniería Pesquera,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,40,2.0,superior universitaria incompleta,351016,260000046,Derecho,Universidad P. Antenor Orrego
2014,costa norte,castellano,1,43,2.0,superior universitaria completa,713016,260000059,Estomatología,Universidad Alas Peruanas
2014,costa norte,castellano,1,22,6.0,superior universitaria incompleta,526076,160000013,Ingeniería Mecatrónica,Universidad Nacional de Piura
2014,costa norte,castellano,2,25,6.0,superior universitaria incompleta,-1,-1,,
2014,costa norte,castellano,2,22,6.0,superior universitaria incompleta,331036,160000041,Administración de Empresas,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,21,6.0,superior universitaria incompleta,714016,160000041,Enfermería,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,26,6.0,superior universitaria completa,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,22,1.0,superior universitaria incompleta,523016,160000041,Agroindustrias,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,22,1.0,superior universitaria completa,331036,160000041,Administración de Empresas,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,23,1.0,superior universitaria incompleta,351016,160000041,Derecho,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,42,1.0,superior universitaria completa,121016,160000001,Educación Secundaria,Universidad Nacional Mayor de San Marcos
2014,costa norte,castellano,1,44,2.0,superior universitaria completa,591026,160000041,Ingeniería Pesquera,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,39,2.0,superior universitaria incompleta,111026,260000053,Educación Inicial,Universidad Católica Los Ángeles de Chimbote
2014,costa norte,castellano,1,21,3.0,superior universitaria incompleta,531016,260000059,Ingeniería Civil,Universidad Alas Peruanas
2014,costa norte,castellano,2,18,6.0,superior universitaria incompleta,351016,160000041,Derecho,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,58,5.0,superior universitaria incompleta,342056,160000031,Contabilidad,Universidad Nacional Pedro Ruíz Gallo
2014,costa norte,castellano,2,20,6.0,superior universitaria incompleta,621026,160000041,Veterinaria y Zootecnia,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,19,6.0,superior universitaria incompleta,717016,160000041,Obstetricia,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,39,5.0,superior universitaria completa,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,1,18,6.0,superior universitaria incompleta,711026,160000034,Medicina Humana,Universidad Nacional de San Martín
2014,costa norte,castellano,1,20,6.0,superior universitaria incompleta,342056,160000041,Contabilidad,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,32,6.0,superior universitaria incompleta,111026,260000053,Educación Inicial,Universidad Católica Los Ángeles de Chimbote
2014,costa norte,castellano,1,24,5.0,superior universitaria incompleta,611106,160000041,Ingeniería Agrónoma,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,32,5.0,superior universitaria completa,611106,160000041,Ingeniería Agrónoma,Universidad Nacional de Tumbes
2014,costa norte,castellano,2,24,2.0,superior universitaria completa,351016,260000059,Derecho,Universidad Alas Peruanas
2014,costa norte,castellano,1,31,2.0,superior universitaria incompleta,351016,260000059,Derecho,Universidad Alas Peruanas
2014,costa norte,castellano,1,31,6.0,superior universitaria completa,591026,160000041,Ingeniería Pesquera,Universidad Nacional de Tumbes
