ANIO,NOM_DOMINIO_G,NOM_IDIOMA,SEXO,EDAD,NOM_ESTADO_CIVIL,NOM_GRADO_ESTUDIOS,COD_CARRERA_UNI,COD_CENTRO_ESTUDIOS,NOM_CARRERA_UNI,NOM_CENTRO_ESTUDIOS
2015,selva,otra lengua nativa,hombre,36, conviviente,sup. univ. incompleta,121426,160000076,Educación Secundaria - Lengua y Literatura,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas
2015,selva,castellano,mujer,30,casado(a),sup. univ. completa,321076,260000052,Comunicación e Idioma Inglés,Universidad Particular César Vallejo
2015,sierra centro,castellano,hombre,24,soltero(a),sup. univ. incompleta,11026,181000001,Ciencias Militares (Ejército),Escuela Militar del Perú “Coronel Francisco Bolognesi”
2015,sierra centro, quechua,hombre,42,casado(a),sup. univ. completa,121066,160000033,Educación Secundaria - Biología y Química,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro, quechua,mujer,42,casado(a),sup. univ. completa,121336,260000052,Educación Secundaria - Historia y Geografía,Universidad Particular César Vallejo
2015,sierra centro, quechua,hombre,19,soltero(a),sup. univ. incompleta,521046,160000033,Ingeniería Industrial,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,hombre,38,separado(a),postgrado,351056,260000052,Derecho y Ciencias Políticas   1/,Universidad Particular César Vallejo
2015,sierra centro,castellano,hombre,20,soltero(a),sup. univ. incompleta,351056,160000033,Derecho y Ciencias Políticas   1/,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,mujer,32,soltero(a),postgrado,332276,160000033,Turismo,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,mujer,28,soltero(a),sup. univ. completa,714016,260000053,Enfermería,Universidad Católica Los Ángeles de Chimbote
2015,sierra centro,castellano,hombre,20,soltero(a),sup. univ. incompleta,341026,160000033,Economía,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,mujer,23,soltero(a),sup. univ. incompleta,714016,160000033,Enfermería,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,hombre,23,soltero(a),sup. univ. incompleta,331016,160000033,Administración,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,hombre,20,soltero(a),sup. univ. incompleta,594056,160000033,Ingeniería Ambiental,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,hombre,38,soltero(a),postgrado,341026,160000001,Economía,Universidad Nacional Mayor de San Marcos
2015,sierra centro,castellano,hombre,32,soltero(a),sup. univ. completa,522036,160000033,Ingeniería de Industrias Alimentarias    2/,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,mujer,49,separado(a),sup. univ. completa,112016,160000001,Educación Primaria,Universidad Nacional Mayor de San Marcos
2015,sierra centro,castellano,hombre,27,soltero(a),sup. univ. incompleta,611076,160000033,Ingeniería Agrícola,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro,castellano,hombre,18,soltero(a),sup. univ. incompleta,531016,160000033,Ingeniería Civil,Universidad Nacional Santiago Antúnez de Mayolo
2015,costa centro,castellano,hombre,20,soltero(a),sup. univ. incompleta,331036,260000045,Administración de Empresas,Universidad San Pedro
2015,costa centro,castellano,mujer,43,soltero(a),sup. univ. completa,717016,260000045,Obstetricia,Universidad San Pedro
2015,costa centro,castellano,mujer,23,soltero(a),sup. univ. completa,313016,260000008,Psicología,Pontificia Universidad Católica del Perú
2015,costa centro,castellano,mujer,18,soltero(a),sup. univ. incompleta,111026,260000053,Educación Inicial,Universidad Católica Los Ángeles de Chimbote
2015,costa centro,castellano,mujer,31,soltero(a),sup. univ. completa,714016,260000053,Enfermería,Universidad Católica Los Ángeles de Chimbote
2015,costa centro,castellano,mujer,54,separado(a),sup. univ. completa,112016,260000045,Educación Primaria,Universidad San Pedro
2015,costa centro,castellano,hombre,29,soltero(a),sup. univ. completa,342056,260000053,Contabilidad,Universidad Católica Los Ángeles de Chimbote
2015,costa centro,castellano,mujer,37,soltero(a),sup. univ. completa,342056,260000045,Contabilidad,Universidad San Pedro
2015,costa centro,castellano,mujer,44,soltero(a),postgrado,717016,260000045,Obstetricia,Universidad San Pedro
2015,costa centro,castellano,hombre,32,soltero(a),sup. univ. completa,713026,260000053,Odontología,Universidad Católica Los Ángeles de Chimbote
2015,costa centro,castellano,hombre,24,soltero(a),sup. univ. incompleta,313016,260000052,Psicología,Universidad Particular César Vallejo
2015,costa centro,castellano,mujer,21,soltero(a),sup. univ. incompleta,533026,260000052,Arquitectura,Universidad Particular César Vallejo
2015,costa centro,castellano,hombre,44,separado(a),sup. univ. completa,121016,260000052,Educación Secundaria,Universidad Particular César Vallejo
2015,costa centro,castellano,hombre,42,casado(a),postgrado,511056,260000045,Ingeniería de Sistemas e Informática   1/,Universidad San Pedro
2015,costa centro,castellano,mujer,35,casado(a),sup. univ. completa,111026,160000042,Educación Inicial,Universidad Nacional del Santa
2015,costa centro,castellano,mujer,18,soltero(a),sup. univ. incompleta,531016,260000052,Ingeniería Civil,Universidad Particular César Vallejo
2015,costa centro,castellano,mujer,21,soltero(a),sup. univ. incompleta,411106,160000004,Microbiología,Universidad Nacional de Trujillo
2015,costa centro,castellano,mujer,61,separado(a),sup. univ. incompleta,112016,160000021,Educación Primaria,Universidad Nacional Federico Villarreal
2015,sierra centro,castellano,mujer,53, conviviente,sup. univ. completa,112016,160000031,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo
2015,sierra centro,castellano,hombre,23,soltero(a),sup. univ. completa,351056,160000033,Derecho y Ciencias Políticas   1/,Universidad Nacional Santiago Antúnez de Mayolo
2015,sierra centro, quechua,hombre,57, conviviente,postgrado,121426,160000025,Educación Secundaria - Lengua y Literatura,Universidad Nacional de Educación E.G.V.
2015,sierra centro,castellano,mujer,52, conviviente,sup. univ. completa,121366,160000004,Educación Secundaria - Inglés,Universidad Nacional de Trujillo
2015,sierra centro,castellano,hombre,69, conviviente,sup. univ. incompleta,313036,260000030,Psicología Humana,Universidad Ricardo Palma
2015,sierra centro,castellano,hombre,19,soltero(a),sup. univ. incompleta,331016,260000052,Administración,Universidad Particular César Vallejo
2015,sierra centro, quechua,hombre,67,casado(a),sup. univ. completa,161106,160000025,Fuerza Motriz,Universidad Nacional de Educación E.G.V.
2015,sierra centro, quechua,hombre,53,casado(a),sup. univ. incompleta,112016,260000024,Educación Primaria,Universidad Inca Garcilaso de la Vega
2015,sierra centro,castellano,mujer,22,soltero(a),sup. univ. incompleta,342056,260000053,Contabilidad,Universidad Católica Los Ángeles de Chimbote
2015,sierra centro,castellano,hombre,19,soltero(a),sup. univ. incompleta,331016,260000052,Administración,Universidad Particular César Vallejo
2015,sierra centro,castellano,mujer,20,soltero(a),sup. univ. incompleta,714016,260000045,Enfermería,Universidad San Pedro
2015,sierra centro,castellano,mujer,17,soltero(a),sup. univ. incompleta,313016,260000045,Psicología,Universidad San Pedro
2015,sierra centro,castellano,mujer,18,soltero(a),sup. univ. incompleta,342056,260000045,Contabilidad,Universidad San Pedro
2015,sierra sur,castellano,mujer,37,soltero(a),sup. univ. completa,422036,160000003,Química,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,35,soltero(a),sup. univ. completa,351016,260000040,Derecho,Universidad Tecnológica de los Andes
2015,sierra sur,castellano,mujer,43,casado(a),sup. univ. completa,112016,260000040,Educación Primaria,Universidad Tecnológica de los Andes
2015,sierra sur,castellano,hombre,19,soltero(a),sup. univ. incompleta,531016,260000008,Ingeniería Civil,Pontificia Universidad Católica del Perú
2015,sierra sur,castellano,hombre,25,soltero(a),sup. univ. completa,351016,260000040,Derecho,Universidad Tecnológica de los Andes
2015,sierra sur,castellano,mujer,43, conviviente,sup. univ. completa,714016,260000040,Enfermería,Universidad Tecnológica de los Andes
2015,sierra sur,castellano,hombre,23,soltero(a),sup. univ. incompleta,351016,260000062,Derecho,Universidad Católica San Pablo
2015,sierra sur,castellano,mujer,32,soltero(a),sup. univ. completa,342056,260000040,Contabilidad,Universidad Tecnológica de los Andes
2015,sierra sur, quechua,hombre,20,soltero(a),sup. univ. incompleta,511026,160000089,Ingeniería de Sistemas,"Universidad Nacional ""José María Arguedas"""
2015,sierra sur,castellano,mujer,19,soltero(a),sup. univ. incompleta,342056,260000040,Contabilidad,Universidad Tecnológica de los Andes
2015,sierra sur,castellano,mujer,17,soltero(a),sup. univ. incompleta,342056,260000040,Contabilidad,Universidad Tecnológica de los Andes
2015,sierra sur,castellano,mujer,18,soltero(a),sup. univ. incompleta,331036,160000089,Administración de Empresas,"Universidad Nacional ""José María Arguedas"""
2015,sierra sur,castellano,hombre,23,soltero(a),sup. univ. incompleta,531016,260000059,Ingeniería Civil,Universidad Alas Peruanas
2015,sierra sur, quechua,hombre,19,soltero(a),sup. univ. incompleta,531016,160000077,Ingeniería Civil,Universidad Nacional Micaela Bastidas de Apurímac
2015,sierra sur,castellano,mujer,25,soltero(a),sup. univ. incompleta,523026,160000077,Ingeniería Agroindustrial,Universidad Nacional Micaela Bastidas de Apurímac
2015,sierra sur,castellano,hombre,25,soltero(a),sup. univ. completa,523026,160000077,Ingeniería Agroindustrial,Universidad Nacional Micaela Bastidas de Apurímac
2015,sierra sur,castellano,mujer,23,soltero(a),sup. univ. completa,714016,260000040,Enfermería,Universidad Tecnológica de los Andes
2015,sierra sur, quechua,hombre,24,soltero(a),sup. univ. incompleta,332276,160000003,Turismo,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur, quechua,hombre,21,soltero(a),sup. univ. incompleta,611116,160000003,Ingeniería Agronómica,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,24,casado(a),sup. univ. incompleta,715056,260000059,Tecnología Médica,Universidad Alas Peruanas
2015,sierra sur,castellano,hombre,57,casado(a),sup. univ. completa,341026,260000015,Economía,Universidad Católica de Santa María
2015,sierra sur,castellano,mujer,31,soltero(a),postgrado,312036,160000005,Trabajo Social,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,57,casado(a),sup. univ. completa,342056,160000005,Contabilidad,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,23,soltero(a),sup. univ. completa,525016,999999999,Ingeniería Electrónica,
2015,sierra sur,castellano,hombre,47,casado(a),sup. univ. incompleta,342056,260000015,Contabilidad,Universidad Católica de Santa María
2015,sierra sur,castellano,hombre,20,soltero(a),sup. univ. incompleta,521046,260000015,Ingeniería Industrial,Universidad Católica de Santa María
2015,sierra sur,castellano,hombre,31,soltero(a),sup. univ. completa,351016,160000005,Derecho,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,30,soltero(a),sup. univ. incompleta,525016,160000005,Ingeniería Electrónica,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,27,soltero(a),sup. univ. incompleta,526036,160000005,Ingeniería Mecánica,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,64,casado(a),sup. univ. completa,533026,160000005,Arquitectura,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,60,casado(a),sup. univ. incompleta,713026,260000015,Odontología,Universidad Católica de Santa María
2015,sierra sur,castellano,mujer,63,casado(a),sup. univ. completa,342056,160000005,Contabilidad,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,25,soltero(a),sup. univ. incompleta,526076,260000015,Ingeniería Mecatrónica,Universidad Católica de Santa María
2015,sierra sur,castellano,hombre,30, conviviente,sup. univ. completa,423056,160000005,Ingeniería Geológica,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,67,separado(a),sup. univ. completa,112016,999999999,Educación Primaria,
2015,sierra sur,castellano,hombre,36,casado(a),sup. univ. completa,511026,260000059,Ingeniería de Sistemas,Universidad Alas Peruanas
2015,sierra sur,castellano,mujer,36,casado(a),sup. univ. completa,351016,260000015,Derecho,Universidad Católica de Santa María
2015,sierra sur,castellano,mujer,43,casado(a),sup. univ. completa,342056,160000005,Contabilidad,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,20,soltero(a),sup. univ. incompleta,313016,160000005,Psicología,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,19,soltero(a),sup. univ. incompleta,411016,160000005,Biología,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,52, conviviente,sup. univ. completa,339076,160000005,Relaciones Industriales,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,18,soltero(a),sup. univ. incompleta,351016,260000059,Derecho,Universidad Alas Peruanas
2015,sierra sur,castellano,mujer,24,soltero(a),sup. univ. incompleta,351016,160000005,Derecho,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,31,soltero(a),sup. univ. completa,511026,260000065,Ingeniería de Sistemas,Universidad Tecnológica del Perú
2015,sierra sur,castellano,hombre,29,soltero(a),sup. univ. completa,522036,160000005,Ingeniería de Industrias Alimentarias    2/,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,54,casado(a),sup. univ. completa,121426,160000005,Educación Secundaria - Lengua y Literatura,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,47,casado(a),sup. univ. completa,121426,260000043,Educación Secundaria - Lengua y Literatura,Universidad P. de Tacna
2015,sierra sur,castellano,hombre,32,soltero(a),postgrado,351016,160000005,Derecho,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,26,soltero(a),sup. univ. completa,342056,160000005,Contabilidad,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,32,soltero(a),sup. univ. completa,121156,160000005,Educación Secundaria - Ciencias Sociales,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,37,soltero(a),sup. univ. incompleta,341026,160000005,Economía,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,43,soltero(a),sup. univ. completa,341026,260000015,Economía,Universidad Católica de Santa María
2015,sierra sur,castellano,hombre,28,soltero(a),sup. univ. completa,351016,160000005,Derecho,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,23,soltero(a),sup. univ. incompleta,311016,160000005,Sociología,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,36,casado(a),sup. univ. completa,711016,160000005,Medicina,Universidad Nacional de San Agustín
2015,sierra sur, quechua,hombre,48,casado(a),sup. univ. completa,331036,160000005,Administración de Empresas,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,22,soltero(a),sup. univ. incompleta,511026,260000036,Ingeniería de Sistemas,Universidad Andina Néstor Cáceres Velásquez
2015,sierra sur,castellano,mujer,57,separado(a),sup. univ. completa,111026,160000005,Educación Inicial,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,34,soltero(a),sup. univ. completa,411016,160000005,Biología,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,28,soltero(a),sup. univ. completa,331036,160000005,Administración de Empresas,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,75,casado(a),sup. univ. completa,311016,160000005,Sociología,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,31, conviviente,postgrado,714016,160000005,Enfermería,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,34, conviviente,sup. univ. completa,527016,160000006,Ingeniería de Minas,Universidad Nacional de Ingeniería
2015,sierra sur,castellano,hombre,28,soltero(a),sup. univ. completa,611016,160000005,Agronomía,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,25,soltero(a),sup. univ. completa,339076,160000005,Relaciones Industriales,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,19,soltero(a),sup. univ. incompleta,213036,160000005,Literatura,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,62,casado(a),sup. univ. completa,331036,160000005,Administración de Empresas,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,50,soltero(a),sup. univ. completa,121426,160000005,Educación Secundaria - Lengua y Literatura,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,20,soltero(a),sup. univ. incompleta,423046,160000005,Ingeniería Geofísica,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,27,soltero(a),sup. univ. completa,351016,160000005,Derecho,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,29,casado(a),sup. univ. completa,331036,160000005,Administración de Empresas,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,28,casado(a),sup. univ. incompleta,531016,260000059,Ingeniería Civil,Universidad Alas Peruanas
2015,sierra sur,castellano,hombre,17,soltero(a),sup. univ. incompleta,331186,260000115,Ingeniería Comercial y Financiera,Universidad Autónoma San Francisco
2015,sierra sur,castellano,hombre,29,soltero(a),postgrado,121456,160000005,Educación Secundaria - Matemática,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,22,soltero(a),sup. univ. incompleta,521046,160000005,Ingeniería Industrial,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,23,soltero(a),sup. univ. incompleta,525016,160000005,Ingeniería Electrónica,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,22,soltero(a),sup. univ. incompleta,342056,260000065,Contabilidad,Universidad Tecnológica del Perú
2015,sierra sur,castellano,mujer,20,soltero(a),sup. univ. incompleta,521046,260000065,Ingeniería Industrial,Universidad Tecnológica del Perú
2015,sierra sur,castellano,hombre,45,casado(a),sup. univ. completa,511026,260000043,Ingeniería de Sistemas,Universidad P. de Tacna
2015,sierra sur,castellano,mujer,44,casado(a),sup. univ. completa,411016,160000005,Biología,Universidad Nacional de San Agustín
2015,sierra sur,castellano,hombre,18,soltero(a),sup. univ. incompleta,711016,160000005,Medicina,Universidad Nacional de San Agustín
2015,sierra sur,castellano,mujer,21,soltero(a),sup. univ. incompleta,331176,260000115,Ingeniería Comercial,Universidad Autónoma San Francisco
2015,sierra centro,castellano,hombre,28,soltero(a),sup. univ. incompleta,611076,160000002,Ingeniería Agrícola,Universidad Nacional de San Cristóbal de Huamanga
2015,sierra centro,castellano,hombre,36,soltero(a),sup. univ. incompleta,522036,160000002,Ingeniería de Industrias Alimentarias    2/,Universidad Nacional de San Cristóbal de Huamanga
2015,sierra centro,castellano,mujer,28,soltero(a),sup. univ. incompleta,331136,260000037,Administración y Sistemas,Universidad Peruana Los Andes
2015,sierra centro, quechua,mujer,41,soltero(a),sup. univ. incompleta,342056,260000057,Contabilidad,Universidad Particular San Ignacio de Loyola
2015,sierra centro,castellano,mujer,19,soltero(a),sup. univ. incompleta,351056,260000059,Derecho y Ciencias Políticas   1/,Universidad Alas Peruanas
2015,sierra centro, quechua,hombre,45,casado(a),sup. univ. completa,351056,160000002,Derecho y Ciencias Políticas   1/,Universidad Nacional de San Cristóbal de Huamanga
2015,sierra centro,castellano,hombre,21,soltero(a),sup. univ. incompleta,331036,160000002,Administración de Empresas,Universidad Nacional de San Cristóbal de Huamanga
2015,sierra centro, quechua,mujer,19,soltero(a),sup. univ. incompleta,331036,260000053,Administración de Empresas,Universidad Católica Los Ángeles de Chimbote
2015,sierra centro, quechua,hombre,19,soltero(a),sup. univ. incompleta,342056,260000053,Contabilidad,Universidad Católica Los Ángeles de Chimbote
2015,sierra centro, quechua,hombre,27,soltero(a),sup. univ. incompleta,112016,160000002,Educación Primaria,Universidad Nacional de San Cristóbal de Huamanga
2015,sierra centro, quechua,mujer,20,soltero(a),sup. univ. incompleta,341076,160000002,Economía y Finanzas,Universidad Nacional de San Cristóbal de Huamanga
2015,sierra centro, quechua,hombre,19,soltero(a),sup. univ. incompleta,531016,260000059,Ingeniería Civil,Universidad Alas Peruanas
2015,sierra centro, quechua,mujer,23,separado(a),sup. univ. incompleta,717016,160000002,Obstetricia,Universidad Nacional de San Cristóbal de Huamanga
2015,selva,castellano,hombre,54, conviviente,sup. univ. completa,112016,160000002,Educación Primaria,Universidad Nacional de San Cristóbal de Huamanga
2015,selva,castellano,hombre,25,soltero(a),sup. univ. incompleta,531016,260000067,Ingeniería Civil,Universidad Continental
2015,selva,castellano,mujer,20,soltero(a),sup. univ. incompleta,331036,260000067,Administración de Empresas,Universidad Continental
2015,sierra norte,castellano,mujer,27,soltero(a),sup. univ. completa,341026,160000016,Economía,Universidad Nacional de Cajamarca
2015,sierra norte,castellano,hombre,30,soltero(a),sup. univ. completa,531016,260000055,Ingeniería Civil,Universidad Particular del Norte
2015,sierra norte,castellano,hombre,48,casado(a),sup. univ. completa,112016,160000013,Educación Primaria,Universidad Nacional de Piura
2015,sierra norte,castellano,hombre,27,soltero(a),sup. univ. completa,412026,160000016,Zootecnia,Universidad Nacional de Cajamarca
2015,sierra norte,castellano,mujer,50,casado(a),sup. univ. completa,342056,160000016,Contabilidad,Universidad Nacional de Cajamarca
2015,sierra norte,castellano,hombre,35, conviviente,sup. univ. completa,342056,160000016,Contabilidad,Universidad Nacional de Cajamarca
2015,sierra norte,castellano,hombre,20,soltero(a),sup. univ. incompleta,341026,160000016,Economía,Universidad Nacional de Cajamarca
2015,sierra norte,castellano,mujer,36,separado(a),sup. univ. incompleta,111026,160000031,Educación Inicial,Universidad Nacional Pedro Ruíz Gallo
2015,sierra norte,castellano,hombre,21,soltero(a),sup. univ. incompleta,594056,160000016,Ingeniería Ambiental,Universidad Nacional de Cajamarca
2015,sierra norte,castellano,hombre,22,soltero(a),sup. univ. incompleta,412016,160000016,Ingeniería Zootecnia   1/,Universidad Nacional de Cajamarca
2015,selva,castellano,mujer,20,soltero(a),sup. univ. incompleta,335026,260000059,Administración de Negocios Internacionales   1/,Universidad Alas Peruanas
2015,selva,castellano,mujer,19,soltero(a),sup. univ. incompleta,342056,260000059,Contabilidad,Universidad Alas Peruanas
2015,selva,castellano,hombre,54,casado(a),postgrado,112016,260000052,Educación Primaria,Universidad Particular César Vallejo
2015,selva,castellano,mujer,49,casado(a),sup. univ. completa,112016,160000031,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo
2015,selva,castellano,mujer,20,soltero(a),sup. univ. incompleta,421016,160000031,Ciencias Físico Matemática   1/,Universidad Nacional Pedro Ruíz Gallo
2015,selva,castellano,mujer,27,soltero(a),sup. univ. completa,112016,160000031,Educación Primaria,Universidad Nacional Pedro Ruíz Gallo
2015,selva,castellano,mujer,48,casado(a),sup. univ. completa,121336,160000031,Educación Secundaria - Historia y Geografía,Universidad Nacional Pedro Ruíz Gallo
2015,selva,castellano,mujer,23,soltero(a),sup. univ. incompleta,411076,160000004,Ciencias Biológicas,Universidad Nacional de Trujillo
2015,selva,castellano,mujer,18,soltero(a),sup. univ. incompleta,351016,260000046,Derecho,Universidad P. Antenor Orrego
2015,selva,castellano,hombre,23,soltero(a),sup. univ. incompleta,611076,160000031,Ingeniería Agrícola,Universidad Nacional Pedro Ruíz Gallo
2015,sierra sur, quechua,hombre,31, conviviente,sup. univ. completa,321026,160000003,Ciencias de la Comunicación,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,hombre,23,soltero(a),sup. univ. completa,342056,260000039,Contabilidad,Universidad Andina del Cusco
2015,sierra sur,castellano,mujer,21,soltero(a),sup. univ. incompleta,341106,260000114,Economía y Negocios Internacionales,Universidad Peruana Austral del Cusco
2015,sierra sur, quechua,hombre,46,soltero(a),sup. univ. incompleta,511026,160000007,Ingeniería de Sistemas,Universidad Nacional Agraria La Molina
2015,sierra sur,castellano,hombre,53,casado(a),sup. univ. incompleta,342056,160000003,Contabilidad,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,hombre,27,soltero(a),sup. univ. incompleta,511026,260000059,Ingeniería de Sistemas,Universidad Alas Peruanas
2015,sierra sur,castellano,mujer,22,soltero(a),sup. univ. completa,121106,160000003,Educación Secundaria - Ciencias Histórico Sociales,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,63,separado(a),sup. univ. completa,342036,160000003,Ciencias Contables,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,hombre,28,soltero(a),sup. univ. incompleta,527016,160000003,Ingeniería de Minas,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur, quechua,hombre,50,casado(a),sup. univ. completa,112016,160000003,Educación Primaria,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,20,soltero(a),sup. univ. incompleta,342056,260000039,Contabilidad,Universidad Andina del Cusco
2015,sierra sur,castellano,hombre,23,soltero(a),sup. univ. incompleta,527016,160000003,Ingeniería de Minas,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,19,soltero(a),sup. univ. incompleta,713026,160000003,Odontología,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,26,soltero(a),sup. univ. incompleta,342056,160000003,Contabilidad,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,hombre,51,casado(a),sup. univ. incompleta,351016,160000003,Derecho,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,hombre,24,soltero(a),sup. univ. incompleta,341026,160000003,Economía,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,60,viudo(a),sup. univ. incompleta,533026,160000003,Arquitectura,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,26, conviviente,sup. univ. completa,331036,160000003,Administración de Empresas,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,51,separado(a),sup. univ. completa,714016,160000003,Enfermería,Universidad Nacional de San Antonio Abad del Cusco
2015,sierra sur,castellano,mujer,20,soltero(a),sup. univ. incompleta,351016,260000039,Derecho,Universidad Andina del Cusco
2015,sierra sur,castellano,hombre,31,soltero(a),sup. univ. completa,713026,160000003,Odontología,Universidad Nacional de San Antonio Abad del Cusco
